asis_symbol,freq_cards,asis_source,status,mirror_symbol,mirror_path,signature_delta,example_card,example_line,notes
CanNotBeAttackedSelfStaticEffect,3,primitive,OK,CanNotBeAttackedSelfStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotBeAttacked.cs,,,,
CanNotUnsuspendClass,3,keywords,OK,CanNotUnsuspendClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotUnsuspendClass.cs,,,,
CanTriggerOnReturnToLibraryBottomDigivolutionCard,3,commons,OK,CanTriggerOnReturnToLibraryBottomDigivolutionCard,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
ChangeBaseCardColorClass,3,keywords,OK,ChangeBaseCardColorClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeBaseCardColorClass.cs,,,,
DrawAndDiscardCards,3,commons,OK,DrawAndDiscardCards,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
Gain1MemoryTamerOwnerDigimonConditionalEffect,3,primitive,OK,Gain1MemoryTamerOwnerDigimonConditionalEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,,,,
GainRushPlayerEffect,3,commons,OK,GainRushPlayerEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Rush.cs,,,,
GetDiscardedCardsFromHashtable,3,commons,OK,GetDiscardedCardsFromHashtable,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GetJogressConditionClass,3,primitive,OK,GetJogressConditionClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,,,,
GetTopCardFromEffectHashtable,3,commons,OK,GetTopCardFromEffectHashtable,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
IsAlliance,3,commons,OK,IsAlliance,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
IsExistDigivolutionCards,3,commons,OK,IsExistDigivolutionCards,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
JammingStaticEffect,3,primitive,OK,JammingStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Jamming.cs,,,,
MatchConditionOpponentsCardCountInTrash,3,commons,OK,MatchConditionOpponentsCardCountInTrash,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
OnDeletionHashtable,3,commons,OK,OnDeletionHashtable,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/HashtableSetting.cs,,,,
PlayPetrificationToken,3,commons,OK,PlayPetrificationToken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
PlayPipeFox,3,commons,OK,PlayPipeFox,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
AscensionSelfEffect,2,primitive,OK,AscensionSelfEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Ascension.cs,,,,
CanActivateSelfOnDeletionWithCardColors,2,commons,OK,CanActivateSelfOnDeletionWithCardColors,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanActivateSelfOnDeletionWithContainingTrait,2,commons,OK,CanActivateSelfOnDeletionWithContainingTrait,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanNotBeDestroyedStaticEffect,2,primitive,OK,CanNotBeDestroyedStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotBeDeleted.cs,,,,
CanNotBeRemovedClass,2,keywords,OK,CanNotBeRemovedClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotBeRemovedClass.cs,,,,
CanNotBlockStaticEffect,2,primitive,OK,CanNotBlockStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotBlock.cs,,,,
CanNotBlockStaticSelfEffect,2,primitive,OK,CanNotBlockStaticSelfEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotBlock.cs,,,,
CanNotDigivolveStaticEffect,2,primitive,OK,CanNotDigivolveStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotDigivolve.cs,,,,
CanNotPlayClass,2,keywords,OK,CanNotPlayClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotPlayClass.cs,,,,
CanTriggerOnTrashSecurity,2,commons,OK,CanTriggerOnTrashSecurity,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanTriggerWhenCardsReturnToHandFromTrash,2,commons,OK,CanTriggerWhenCardsReturnToHandFromTrash,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanTriggerWhenSelfPermanentUnsuspends,2,commons,OK,CanTriggerWhenSelfPermanentUnsuspends,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanTriggerWhenUseOption,2,commons,OK,CanTriggerWhenUseOption,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanTriggerWhenWouldLink,2,commons,OK,CanTriggerWhenWouldLink,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CannotReturnToDeckStaticEffect,2,primitive,OK,CannotReturnToDeckStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNoReturnToDeck.cs,,,,
CannotReturnToHandStaticEffect,2,primitive,OK,CannotReturnToHandStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotReturnToHand.cs,,,,
ChangeBaseCardNameClass,2,keywords,OK,ChangeBaseCardNameClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeBaseCardNameClass.cs,,,,
ChangeDPClass,2,keywords,OK,ChangeDPClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeDPClass.cs,"identity; SetUpChangeDPClass(ChangeDP, permanentCondition, isUpDown, isMinusDP)",EX11_070,157,
ChangeEndTurnMinMemoryClass,2,keywords,OK,ChangeEndTurnMinMemoryClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeEndTurnMinMemoryClass.cs,,,,
ChangeLinkMaxStaticEffect,2,primitive,OK,ChangeLinkMaxStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/ChangeLinkMax.cs,,,,
ChangePlayCostPlayerEffect,2,commons,OK,ChangePlayCostPlayerEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
DNADigivolveWithHandOrTrashCardIntoHandOrTrash,2,commons,OK,DNADigivolveWithHandOrTrashCardIntoHandOrTrash,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
EoTLose3Memory,2,primitive,OK,EoTLose3Memory,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,,,,
GainCanNotBeDeletedPlayerEffect,2,commons,OK,GainCanNotBeDeletedPlayerEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GainCanNotBlockPlayerEffect,2,commons,OK,GainCanNotBlockPlayerEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GainCanNotReturnToDeckPlayerEffect,2,commons,OK,GainCanNotReturnToDeckPlayerEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GainCanNotReturnToHandPlayerEffect,2,commons,OK,GainCanNotReturnToHandPlayerEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GainCanNotSuspend,2,commons,OK,GainCanNotSuspend,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GetAttackerFromHashtable,2,commons,OK,GetAttackerFromHashtable,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GetDigivolutionRootsFromEnterFieldHashtable,2,commons,OK,GetDigivolutionRootsFromEnterFieldHashtable,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GetMovedPermanentFromHashtable,2,commons,OK,GetMovedPermanentFromHashtable,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
ImmuneFromDPMinusStaticEffect,2,primitive,OK,ImmuneFromDPMinusStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/ImmuneFromDPMinus.cs,,,,
ImmuneStackTrashingClass,2,keywords,OK,ImmuneStackTrashingClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,,,,
IsDigivolvedFromSameLevelFromEnterFieldHashtable,2,commons,OK,IsDigivolvedFromSameLevelFromEnterFieldHashtable,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
IsFromDigimon,2,commons,OK,IsFromDigimon,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
IsLeavingForDigiXros,2,commons,OK,IsLeavingForDigiXros,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
OptionSecurityEffect,2,commons,OK,(inline-assemble) OptionSecurityEffectOf = card.EffectList(SecuritySkill) filtered by EffectDiscription.Contains('[Security]'),src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardSource.cs,"no mirror CardEffectCommons bridge; inline a private helper from 1st-order primitives EffectList + EffectDiscription (sanctioned assembly, not invention)",BT18_098,54,Inline-assembly precedent (same class as OptionCardColorsOf/HasOnmyoOrPluginTraits).
PlayAthoRenePorToken,2,commons,OK,PlayAthoRenePorToken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
RevealLibraryClass,2,keywords,OK,RevealDeckTopCardsAndSelect | SimplifiedRevealDeckTopCardsAndSelect (RevealLibrary.cs / CardEffectFactory.cs:1320-1331),src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/RevealLibrary.cs,reveal folded into commons + SelectCardConditionClass predicate (really evaluated),LM_047,108,CAVEAT (primitive P0#4): IsBeingRevealed unmodeled -> WhenDiscardLibrary window may over-fire. Full-info model makes reveal itself moot but discard-window guard is a known gap.
StartOfMainAttack,2,commons,OK,StartOfMainAttack,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
customPermanentMessageArray_ChangeOriginDP,2,commons,OK,customPermanentMessageArray_ChangeOriginDP,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/CustomMessage.cs,,,,
ActivateMainOfOptionSide,1,commons,OK,ActivateMainOfOptionSide,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
AddDigivolutionRequirementStaticEffect,1,primitive,OK,AddDigivolutionRequirementStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/AddDigivolutionRequirement.cs,,,,
CanActivateFortitude,1,commons,OK,CanActivateFortitude,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanActivateSelefOnDeletionWithSaveText,1,commons,OK,CanActivateSelefOnDeletionWithSaveText,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanJogressWithHandOrTrash,1,commons,OK,CanJogressWithHandOrTrash,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanNotBeDestroyedByBattleStaticEffect,1,primitive,OK,CanNotBeDestroyedByBattleStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotBeDeletedByBattle.cs,,,,
CanNotBeTrashedBySkillStaticEffect,1,primitive,OK,CanNotBeTrashedBySkillStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotBeTrashedByEffect.cs,,,,
CanNotMoveClass,1,keywords,OK,CanNotMoveClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotMoveClass.cs,,,,
CanNotTrashFromDigivolutionCardsClass,1,keywords,OK,CanNotTrashFromDigivolutionCardsClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotTrashFromDigivolutionCardsClass.cs,,,,
CanSelectDigiXrosClass,1,keywords,OK,CanSelectDigiXrosClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanSelectDigiXrosClass.cs,,,,
CanSuspendByDigisorptionClass,1,keywords,OK,CanSuspendByDigisorptionClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanSuspendByDigisorptionClass.cs,,,,
CanTriggerOnFaceUpSecurityIncreases,1,commons,OK,CanTriggerOnFaceUpSecurityIncreases,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanTriggerOnHandAdded,1,commons,OK,CanTriggerOnHandAdded,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanTriggerOnPermanentLeave,1,commons,OK,CanTriggerOnPermanentLeave,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanTriggerWhenOwnerCardsReturnToLibraryFromTrash,1,commons,OK,CanTriggerWhenOwnerCardsReturnToLibraryFromTrash,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanTriggerWhenTopCardTrashed,1,commons,OK,CanTriggerWhenTopCardTrashed,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CanTriggerWhenUseDigiBurst,1,commons,OK,CanTriggerWhenUseDigiBurst,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
CannotAddSecurityClass,1,keywords,OK,CannotAddSecurityClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CannotAddSecurityClass.cs,,,,
CannotIgnoreDigivolutionConditionClass,1,keywords,OK,CannotIgnoreDigivolutionConditionClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CannotIgnoreDigivolutionConditionClass.cs,,,,
CantSuspendStaticEffect,1,primitive,OK,CantSuspendStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotSuspend.cs,,,,
ChangeBaseDPGlobalEffect,1,primitive,OK,ChangeBaseDPGlobalEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/ChangeOriginDP.cs,,,,
ChangeCardLevelClass,1,keywords,OK,ChangeCardLevelClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeCardLevelClass .cs,,,,
ChangeCardLevelForAssemblyClass,1,keywords,OK,ChangeCardLevelForAssemblyClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeCardLevelForAssemblyClass.cs,,,,
ChangeTraitsClass,1,keywords,OK,ChangeTraitsClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeTraitsClass.cs,,,,
CollisionStaticEffect,1,primitive,OK,CollisionStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Collision.cs,,,,
DigiXrosEffectFromNames,1,primitive,OK,DigiXrosEffectFromNames,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,,,,
DigivolveIntoExcecutingAreaCard,1,commons,OK,DigivolveIntoExcecutingAreaCard,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
EnforceLocationCheck,1,commons,OK,EnforceLocationCheck,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
ExtendActivateClass,1,keywords,OK,ActivateClass (define a card-local subclass),src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,"AS-IS EX2_057 declares a file-local `class ExtendActivateClass : ActivateClass`; not a framework symbol - define the local subclass, ActivateClass base exists",EX2_057(AS-IS),223,"Card-private helper pattern, not a shared primitive."
FortitudeProcess,1,commons,OK,FortitudeProcess,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GainBarrier,1,commons,OK,GainBarrier,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Barrier.cs,,,,
GainCanNotBeAttacked,1,commons,OK,GainCanNotBeAttacked,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GainCantSuspendUntilOpponentTurnEnd,1,commons,OK,GainCantSuspendUntilOpponentTurnEnd,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GainEvade,1,commons,OK,GainEvade,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Evade.cs,,,,
GainImmuneFromDPMinusPlayerEffect,1,commons,OK,GainImmuneFromDPMinusPlayerEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GetNonMaxCostPermanents,1,commons,OK,GetNonMaxCostPermanents,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GetTopCardFromOneHashtable,1,commons,OK,GetTopCardFromOneHashtable,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GetUniqueColourCountOnOpponentsBattleArea,1,commons,OK,GetUniqueColourCountOnOpponentsBattleArea,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
GetUniqueColourCountOnOwnerBattleArea,1,commons,OK,GetUniqueColourCountOnOwnerBattleArea,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
HasMatchConditionPermanentDigivolutionCards,1,commons,OK,HasMatchConditionPermanentDigivolutionCards,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
InvertSAttackStaticEffect,1,primitive,OK,InvertSAttackStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/ChangeSAttack.cs,,,,
IsBlock,1,commons,OK,IsBlock,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
IsFromSameDigimon,1,commons,OK,IsFromSameDigimon,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
IsMinDigivolutionCards,1,commons,OK,IsMinDigivolutionCards,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
IsMinLevelBoard,1,commons,OK,IsMinLevelBoard,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
IsPermanentExistsOnBreedingArea,1,commons,OK,IsPermanentExistsOnBreedingArea,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
IsPermanentExistsOnField,1,commons,OK,IsPermanentExistsOnField,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
OnDeletionClass,1,primitive,OK,OnDeletionClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,,,,
PlayAmonToken,1,commons,OK,PlayAmonToken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
PlayFujitsumonToken,1,commons,OK,PlayFujitsumonToken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
PlayGyuukimonToken,1,commons,OK,PlayGyuukimonToken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
PlayHinukamuyToken,1,commons,OK,PlayHinukamuyToken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
PlayKoHagurumonToken,1,commons,OK,PlayKoHagurumonToken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
PlayMindLinkTamerFromDigivolutionCards,1,primitive,OK,PlayMindLinkTamerFromDigivolutionCards,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,,,,
PlayRapidmonToken,1,commons,OK,PlayRapidmonToken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
PlaySelfDeleteFamiliarToken,1,commons,OK,PlaySelfDeleteFamiliarToken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
PlayTaomonToken,1,commons,OK,PlayTaomonToken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
PlayUkaNoMitama,1,commons,OK,PlayUkaNoMitama,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
PlayUmonToken,1,commons,OK,PlayUmonToken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
PlayVoleeZerdrucken,1,commons,OK,PlayVoleeZerdrucken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
PlayWarGrowlmonToken,1,commons,OK,PlayWarGrowlmonToken,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
ReplaceTopSecurityWithFaceUpOptionMainEffect,1,primitive,OK,ReplaceTopSecurityWithFaceUpOptionMainEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,,,,
StartOfYourMainPhaseClass,1,primitive,OK,StartOfYourMainPhaseClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,,,,
StartOfYourTurnClass,1,primitive,OK,StartOfYourTurnClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,,,,
TrashHandAndProcessAccordingToResult,1,commons,OK,TrashHandAndProcessAccordingToResult,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs,,,,
TreatAsDigimonStaticEffect,1,primitive,OK,TreatAsDigimonStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/TreatAsDigimon.cs,,,,
VortexCanAttackPlayersStaticEffect,1,primitive,OK,VortexCanAttackPlayersStaticEffect,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/VortexCanAttackPlayers.cs,,,,
WhenDigivolvingClass,1,primitive,OK,WhenDigivolvingClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,,,,
WhenMovingClass,1,primitive,OK,WhenMovingClass,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,,,,
customPermanentMessageArray_ChangeSAttack,1,commons,OK,customPermanentMessageArray_ChangeSAttack,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/CustomMessage.cs,,,,
AddMemory,0,seed,OK,"card.Owner.AddMemory(count, cardEffect)",src/HeadlessDCGO.Engine/Assets/Scripts/Script/Player.cs,"identity name; HeadlessPlayerId EXTENSION method (Player.cs), NOT a Player-instance call - card.Owner is a PlayerId and AddMemory hangs off it directly",BT9_111,218,Haiku-pilot false-STOP #1. Exists. AddMemory/AddSecurity/AddLife all HeadlessPlayerId extensions.
CanPlayCardTargetFrame,0,seed,OK,"(reduce) owner-check + card.CanEvolve(permanent, bool)",src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardSource.cs,"NO frame/slot model (RD-P6C1-2). AS-IS card.CanPlayCardTargetFrame(perm.PermanentFrame, <bool>, effect) -> permanent.TopCard.Owner == card.Owner && card.CanEvolve(permanent, <same bool>)",LM_054,154,Occupied-frame branch only; keep the bool.
CardID,0,seed,OK,InstanceId.Value,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardSource.cs,AS-IS cardSource.CardID (per-instance id) -> cardSource.InstanceId.Value,BT21_030,155,
CreateDebuffEffect,0,seed,OK,"(strip) - UI only, no mirror",src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/EX11/Green/EX11_074.cs,UI presentation - STRIP the call entirely. Keep any guard predicate on the effect's CanUse condition so validity is preserved,BT17_026,606,"Same for CreateBuffEffect, ShowCardEffect2, PlaySE/BuffSE/DebuffSE, HideDeleteEffect, WaitForSeconds, brainStorm UI. Exception: ShowReducedCost is a kept no-op bridge."
GetBattleAreaDigimons,0,seed,OK,"card.Owner.GetBattleAreaDigimons() | new Player(card.Context, card.Owner).GetBattleAreaDigimons()",src/HeadlessDCGO.Engine/Assets/Scripts/Script/Player.cs,identity name; HeadlessPlayerId extension (Player.cs:914) - callable directly on card.Owner OR on a Player wrapper; .Enemy!.GetBattleAreaDigimons() for opponent,BT18_098,117,Haiku-pilot false-STOP #4. 42 real call sites.
HasAppmonTraits,0,seed,OK,"EqualsTraits(""Appmon"")",src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardSource.cs,"derived trait getter inlined to EqualsTraits(""<trait>"") body (sanctioned assembly)",EX10_029,84,"Same: HasStandardAppTraits->EqualsTraits(""Stnd.""), HasTSTraits->EqualsTraits(""TS""), HasOnmyoOrPluginTraits->EqualsTraits(""Plug-In"")||EqualsTraits(""Onmyojutsu"")."
IDegeneration,0,seed,OK,IDegeneration,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs,"ctor GAINS causeEffectSourceId: new IDegeneration(perm, n, cardEffect.EffectSourceCard?.InstanceId, cardEffect:cardEffect).Degeneration() + await",ST17_13,182,CardController.cs:831.
IDestroySecurity,0,seed,OK,IDestroySecurity,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs,"ctor GAINS Context first: new IDestroySecurity(card.Context, playerId, count, cardEffect, fromTop:true); Player.Enemy -> new Player(...).Enemy!.PlayerId",BT18_034,182,
IDiscardHand,0,seed,OK,IDiscardHand,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs,"ctor DROPS hashtable: new IDiscardHand(card).Discard(discardBatchId:null, causeEffectSourceId)",BT17_026,460,CardController.cs:121.
IRecovery,0,seed,OK,IRecovery,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs,"ctor GAINS Context first + cause: new IRecovery(card.Context, card.Owner, n, cardEffect.EffectSourceCard?.InstanceId).Recovery()",BT14_030,451,
IReduceSecurity,0,seed,OK,IReduceSecurity,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs,ctor GAINS Context first; AS-IS UI `ref skillInfos` param -> refCollector:null (dropped),BT18_042,295,
ITrashDigivolutionCards,0,seed,OK,ITrashDigivolutionCards,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs,"ctor GAINS causeEffectSourceId: new ITrashDigivolutionCards(perm, cards, cardEffect.EffectSourceCard?.InstanceId, cardEffect)",BT5_086,232,CardController.cs:1123. Same +cause on ITrashStack (CardController.cs:2184).
IUnsuspendPermanents,0,seed,OK,IUnsuspendPermanents,src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs,"identity: new IUnsuspendPermanents(List<Permanent>, cardEffect).Unsuspend() (cause derived internally)",BT5_086,114,
IsLevel4,0,seed,OK,TopCard.IsLevel(4),src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardSource.cs,AS-IS property IsLevel4/IsLevel6 -> method IsLevel(int); or inline HasLevel && Level==N when IsLevel absent,BT24_062,62,IsLevel6 -> HasLevel && Level==6 (BT18_034:326).
