Goal ID,단계,영역,목표,짧은 Goal 프롬프트,상세 지시서,결과 문서,선행 Goal,완료 기준,프롬프트 글자 수
G2F-003,Phase 2 - AS-IS 핵심 흐름 포팅,자동 효과 처리,Optional prompt queue 포팅,"HeadlessDCGO.Engine Goal G2F-003만 수행하라.
목표: Optional prompt queue 포팅
상세 지시서: docs/goal-specs/G2F-003_optional_prompt_queue_포팅.md
선행 Goal: G2F-002; G1E-005
결과 문서: docs/test-results/goals/G2F-003_optional_prompt_queue_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: optional prompt 테스트 통과",docs/goal-specs/G2F-003_optional_prompt_queue_포팅.md,docs/test-results/goals/G2F-003_optional_prompt_queue_unit_test_results.md,G2F-002; G1E-005,optional prompt 테스트 통과,398
G2F-004,Phase 2 - AS-IS 핵심 흐름 포팅,자동 효과 처리,Security delayed trigger hook 포팅,"HeadlessDCGO.Engine Goal G2F-004만 수행하라.
목표: Security delayed trigger hook 포팅
상세 지시서: docs/goal-specs/G2F-004_security_delayed_trigger_hook_포팅.md
선행 Goal: G2F-003
결과 문서: docs/test-results/goals/G2F-004_security_delayed_trigger_hook_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: security delayed hook 테스트 통과",docs/goal-specs/G2F-004_security_delayed_trigger_hook_포팅.md,docs/test-results/goals/G2F-004_security_delayed_trigger_hook_unit_test_results.md,G2F-003,security delayed hook 테스트 통과,419
G2G-001,Phase 2 - AS-IS 핵심 흐름 포팅,공격/배틀 처리,Attack declaration target 포팅,"HeadlessDCGO.Engine Goal G2G-001만 수행하라.
목표: Attack declaration target 포팅
상세 지시서: docs/goal-specs/G2G-001_attack_declaration_target_포팅.md
선행 Goal: G2E-004
결과 문서: docs/test-results/goals/G2G-001_attack_declaration_targets_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 공격 선언 테스트 통과",docs/goal-specs/G2G-001_attack_declaration_target_포팅.md,docs/test-results/goals/G2G-001_attack_declaration_targets_unit_test_results.md,G2E-004,공격 선언 테스트 통과,392
G2G-002,Phase 2 - AS-IS 핵심 흐름 포팅,공격/배틀 처리,Block timing 포팅,"HeadlessDCGO.Engine Goal G2G-002만 수행하라.
목표: Block timing 포팅
상세 지시서: docs/goal-specs/G2G-002_block_timing_포팅.md
선행 Goal: G2G-001; G1E-005
결과 문서: docs/test-results/goals/G2G-002_block_timing_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: block timing 테스트 통과",docs/goal-specs/G2G-002_block_timing_포팅.md,docs/test-results/goals/G2G-002_block_timing_unit_test_results.md,G2G-001; G1E-005,block timing 테스트 통과,368
G2G-003,Phase 2 - AS-IS 핵심 흐름 포팅,공격/배틀 처리,Battle DP deletion 포팅,"HeadlessDCGO.Engine Goal G2G-003만 수행하라.
목표: Battle DP deletion 포팅
상세 지시서: docs/goal-specs/G2G-003_battle_dp_deletion_포팅.md
선행 Goal: G2G-002
결과 문서: docs/test-results/goals/G2G-003_battle_dp_deletion_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: battle 테스트 통과",docs/goal-specs/G2G-003_battle_dp_deletion_포팅.md,docs/test-results/goals/G2G-003_battle_dp_deletion_unit_test_results.md,G2G-002,battle 테스트 통과,371
G2G-004,Phase 2 - AS-IS 핵심 흐름 포팅,공격/배틀 처리,Security check 포팅,"HeadlessDCGO.Engine Goal G2G-004만 수행하라.
목표: Security check 포팅
상세 지시서: docs/goal-specs/G2G-004_security_check_포팅.md
선행 Goal: G2G-003
결과 문서: docs/test-results/goals/G2G-004_security_check_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 시큐리티 체크 테스트 통과",docs/goal-specs/G2G-004_security_check_포팅.md,docs/test-results/goals/G2G-004_security_check_unit_test_results.md,G2G-003,시큐리티 체크 테스트 통과,360
G2G-005,Phase 2 - AS-IS 핵심 흐름 포팅,공격/배틀 처리,End attack trigger 포팅,"HeadlessDCGO.Engine Goal G2G-005만 수행하라.
목표: End attack trigger 포팅
상세 지시서: docs/goal-specs/G2G-005_end_attack_trigger_포팅.md
선행 Goal: G2G-004; G2F-001
결과 문서: docs/test-results/goals/G2G-005_end_attack_trigger_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: end attack 트리거 테스트 통과",docs/goal-specs/G2G-005_end_attack_trigger_포팅.md,docs/test-results/goals/G2G-005_end_attack_trigger_unit_test_results.md,G2G-004; G2F-001,end attack 트리거 테스트 통과,388
G2Z-001,Phase 2 - AS-IS 핵심 흐름 포팅,단계 완료 게이트,Phase 2 aggregate result,"HeadlessDCGO.Engine Goal G2Z-001만 수행하라.
목표: Phase 2 aggregate result
상세 지시서: docs/goal-specs/G2Z-001_phase_2_aggregate_result.md
선행 Goal: G2A-006; G2B-002; G2C-002; G2D-004; G2E-005; G2F-004; G2G-005
결과 문서: docs/test-results/goals/G2Z-001_phase2_aggregate_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Phase 3 착수 가능",docs/goal-specs/G2Z-001_phase_2_aggregate_result.md,docs/test-results/goals/G2Z-001_phase2_aggregate_unit_test_results.md,G2A-006; G2B-002; G2C-002; G2D-004; G2E-005; G2F-004; G2G-005,Phase 3 착수 가능,429
G3A-001,Phase 3 - 공통 룰/효과 인프라 포팅,효과 계약,ICardEffect contract 포팅,"HeadlessDCGO.Engine Goal G3A-001만 수행하라.
목표: ICardEffect contract 포팅
상세 지시서: docs/goal-specs/G3A-001_icardeffect_contract_포팅.md
선행 Goal: G2Z-001
결과 문서: docs/test-results/goals/G3A-001_icard_effect_contract_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: effect 계약 테스트 통과",docs/goal-specs/G3A-001_icardeffect_contract_포팅.md,docs/test-results/goals/G3A-001_icard_effect_contract_unit_test_results.md,G2Z-001,effect 계약 테스트 통과,381
G3A-002,Phase 3 - 공통 룰/효과 인프라 포팅,효과 계약,SkillInfo 포팅,"HeadlessDCGO.Engine Goal G3A-002만 수행하라.
목표: SkillInfo 포팅
상세 지시서: docs/goal-specs/G3A-002_skillinfo_포팅.md
선행 Goal: G3A-001
결과 문서: docs/test-results/goals/G3A-002_skill_info_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: SkillInfo 테스트 통과",docs/goal-specs/G3A-002_skillinfo_포팅.md,docs/test-results/goals/G3A-002_skill_info_unit_test_results.md,G3A-001,SkillInfo 테스트 통과,348
G3B-001,Phase 3 - 공통 룰/효과 인프라 포팅,효과 컨텍스트,Hashtable 제거 adapter 포팅,"HeadlessDCGO.Engine Goal G3B-001만 수행하라.
목표: Hashtable 제거 adapter 포팅
상세 지시서: docs/goal-specs/G3B-001_hashtable_제거_adapter_포팅.md
선행 Goal: G3A-002
결과 문서: docs/test-results/goals/G3B-001_hashtable_replacement_adapter_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Hashtable 대체 효과 테스트 통과",docs/goal-specs/G3B-001_hashtable_제거_adapter_포팅.md,docs/test-results/goals/G3B-001_hashtable_replacement_adapter_unit_test_results.md,G3A-002,Hashtable 대체 효과 테스트 통과,395
G3C-001,Phase 3 - 공통 룰/효과 인프라 포팅,조건 처리,Trigger condition helper 포팅,"HeadlessDCGO.Engine Goal G3C-001만 수행하라.
목표: Trigger condition helper 포팅
상세 지시서: docs/goal-specs/G3C-001_trigger_condition_helper_포팅.md
선행 Goal: G3B-001
결과 문서: docs/test-results/goals/G3C-001_trigger_condition_helpers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 트리거 condition 테스트 통과",docs/goal-specs/G3C-001_trigger_condition_helper_포팅.md,docs/test-results/goals/G3C-001_trigger_condition_helpers_unit_test_results.md,G3B-001,트리거 condition 테스트 통과,397
G3C-002,Phase 3 - 공통 룰/효과 인프라 포팅,조건 처리,CanUseEffects helper 포팅,"HeadlessDCGO.Engine Goal G3C-002만 수행하라.
목표: CanUseEffects helper 포팅
상세 지시서: docs/goal-specs/G3C-002_canuseeffects_helper_포팅.md
선행 Goal: G3C-001
결과 문서: docs/test-results/goals/G3C-002_can_use_effect_helpers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: CanUseEffects 테스트 통과",docs/goal-specs/G3C-002_canuseeffects_helper_포팅.md,docs/test-results/goals/G3C-002_can_use_effect_helpers_unit_test_results.md,G3C-001,CanUseEffects 테스트 통과,386
G3D-001,Phase 3 - 공통 룰/효과 인프라 포팅,요구사항 처리,MinMax DP Cost Level helper 포팅,"HeadlessDCGO.Engine Goal G3D-001만 수행하라.
목표: MinMax DP Cost Level helper 포팅
상세 지시서: docs/goal-specs/G3D-001_minmax_dp_cost_level_helper_포팅.md
선행 Goal: G3C-002
결과 문서: docs/test-results/goals/G3D-001_minmax_dp_cost_level_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: minmax 테스트 통과",docs/goal-specs/G3D-001_minmax_dp_cost_level_helper_포팅.md,docs/test-results/goals/G3D-001_minmax_dp_cost_level_unit_test_results.md,G3C-002,minmax 테스트 통과,391
G3D-002,Phase 3 - 공통 룰/효과 인프라 포팅,요구사항 처리,Name color trait requirement 포팅,"HeadlessDCGO.Engine Goal G3D-002만 수행하라.
목표: Name color trait requirement 포팅
상세 지시서: docs/goal-specs/G3D-002_name_color_trait_requirement_포팅.md
선행 Goal: G3D-001
결과 문서: docs/test-results/goals/G3D-002_name_color_trait_requirements_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: requirement 테스트 통과",docs/goal-specs/G3D-002_name_color_trait_requirement_포팅.md,docs/test-results/goals/G3D-002_name_color_trait_requirements_unit_test_results.md,G3D-001,requirement 테스트 통과,407
G3E-001,Phase 3 - 공통 룰/효과 인프라 포팅,비용 처리,Play cost helper 포팅,"HeadlessDCGO.Engine Goal G3E-001만 수행하라.
목표: Play cost helper 포팅
상세 지시서: docs/goal-specs/G3E-001_play_cost_helper_포팅.md
선행 Goal: G3D-002
결과 문서: docs/test-results/goals/G3E-001_play_cost_helper_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: play cost 테스트 통과",docs/goal-specs/G3E-001_play_cost_helper_포팅.md,docs/test-results/goals/G3E-001_play_cost_helper_unit_test_results.md,G3D-002,play cost 테스트 통과,368
G3E-002,Phase 3 - 공통 룰/효과 인프라 포팅,비용 처리,Digivolution cost helper 포팅,"HeadlessDCGO.Engine Goal G3E-002만 수행하라.
목표: Digivolution cost helper 포팅
상세 지시서: docs/goal-specs/G3E-002_digivolution_cost_helper_포팅.md
선행 Goal: G3E-001
결과 문서: docs/test-results/goals/G3E-002_digivolution_cost_helper_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: digivolution cost 테스트 통과",docs/goal-specs/G3E-002_digivolution_cost_helper_포팅.md,docs/test-results/goals/G3E-002_digivolution_cost_helper_unit_test_results.md,G3E-001,digivolution cost 테스트 통과,400
G3F-001,Phase 3 - 공통 룰/효과 인프라 포팅,대상/존 조회,Target filtering helper 포팅,"HeadlessDCGO.Engine Goal G3F-001만 수행하라.
목표: Target filtering helper 포팅
상세 지시서: docs/goal-specs/G3F-001_target_filtering_helper_포팅.md
선행 Goal: G3D-002
결과 문서: docs/test-results/goals/G3F-001_target_filtering_helpers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: target filtering 테스트 통과",docs/goal-specs/G3F-001_target_filtering_helper_포팅.md,docs/test-results/goals/G3F-001_target_filtering_helpers_unit_test_results.md,G3D-002,target filtering 테스트 통과,397
G3F-002,Phase 3 - 공통 룰/효과 인프라 포팅,대상/존 조회,Zone query helper 포팅,"HeadlessDCGO.Engine Goal G3F-002만 수행하라.
목표: Zone query helper 포팅
상세 지시서: docs/goal-specs/G3F-002_zone_query_helper_포팅.md
선행 Goal: G3F-001
결과 문서: docs/test-results/goals/G3F-002_zone_query_helpers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: zone query 테스트 통과",docs/goal-specs/G3F-002_zone_query_helper_포팅.md,docs/test-results/goals/G3F-002_zone_query_helpers_unit_test_results.md,G3F-001,zone query 테스트 통과,373
G3G-001,Phase 3 - 공통 룰/효과 인프라 포팅,키워드 효과,Keyword base batch 1 포팅,"HeadlessDCGO.Engine Goal G3G-001만 수행하라.
목표: Keyword base batch 1 포팅
상세 지시서: docs/goal-specs/G3G-001_keyword_base_batch_1_포팅.md
선행 Goal: G3F-002
결과 문서: docs/test-results/goals/G3G-001_keyword_base_batch1_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 키워드 base1 테스트 통과",docs/goal-specs/G3G-001_keyword_base_batch_1_포팅.md,docs/test-results/goals/G3G-001_keyword_base_batch1_unit_test_results.md,G3F-002,키워드 base1 테스트 통과,379
G3G-002,Phase 3 - 공통 룰/효과 인프라 포팅,키워드 효과,Keyword base batch 2 포팅,"HeadlessDCGO.Engine Goal G3G-002만 수행하라.
목표: Keyword base batch 2 포팅
상세 지시서: docs/goal-specs/G3G-002_keyword_base_batch_2_포팅.md
선행 Goal: G3G-001
결과 문서: docs/test-results/goals/G3G-002_keyword_base_batch2_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 키워드 base2 테스트 통과",docs/goal-specs/G3G-002_keyword_base_batch_2_포팅.md,docs/test-results/goals/G3G-002_keyword_base_batch2_unit_test_results.md,G3G-001,키워드 base2 테스트 통과,379
G3H-001,Phase 3 - 공통 룰/효과 인프라 포팅,수치/비용 변경,DP cost security attack modifier helper 포팅,"HeadlessDCGO.Engine Goal G3H-001만 수행하라.
목표: DP cost security attack modifier helper 포팅
상세 지시서: docs/goal-specs/G3H-001_dp_cost_security_attack_modifier_helper_포팅.md
선행 Goal: G3E-002
결과 문서: docs/test-results/goals/G3H-001_modifier_helpers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 수치/비용 변경 헬퍼 테스트 통과",docs/goal-specs/G3H-001_dp_cost_security_attack_modifier_helper_포팅.md,docs/test-results/goals/G3H-001_modifier_helpers_unit_test_results.md,G3E-002,수치/비용 변경 헬퍼 테스트 통과,416
G3H-002,Phase 3 - 공통 룰/효과 인프라 포팅,제한/불가 효과,Cannot restriction helper 포팅,"HeadlessDCGO.Engine Goal G3H-002만 수행하라.
목표: Cannot restriction helper 포팅
상세 지시서: docs/goal-specs/G3H-002_cannot_restriction_helper_포팅.md
선행 Goal: G3H-001
결과 문서: docs/test-results/goals/G3H-002_cannot_restriction_helpers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 제한 테스트 통과",docs/goal-specs/G3H-002_cannot_restriction_helper_포팅.md,docs/test-results/goals/G3H-002_cannot_restriction_helpers_unit_test_results.md,G3H-001,제한 테스트 통과,389
G3I-001,Phase 3 - 공통 룰/효과 인프라 포팅,대체 효과,Replacement prevention helper 포팅,"HeadlessDCGO.Engine Goal G3I-001만 수행하라.
목표: Replacement prevention helper 포팅
상세 지시서: docs/goal-specs/G3I-001_replacement_prevention_helper_포팅.md
선행 Goal: G3H-002
결과 문서: docs/test-results/goals/G3I-001_replacement_prevention_helpers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 대체 효과 테스트 통과",docs/goal-specs/G3I-001_replacement_prevention_helper_포팅.md,docs/test-results/goals/G3I-001_replacement_prevention_helpers_unit_test_results.md,G3H-002,대체 효과 테스트 통과,404
G3I-002,Phase 3 - 공통 룰/효과 인프라 포팅,상시 효과,Continuous effect evaluator 포팅,"HeadlessDCGO.Engine Goal G3I-002만 수행하라.
목표: Continuous effect evaluator 포팅
상세 지시서: docs/goal-specs/G3I-002_continuous_effect_evaluator_포팅.md
선행 Goal: G3I-001
결과 문서: docs/test-results/goals/G3I-002_continuous_effect_evaluator_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 상시 효과 테스트 통과",docs/goal-specs/G3I-002_continuous_effect_evaluator_포팅.md,docs/test-results/goals/G3I-002_continuous_effect_evaluator_unit_test_results.md,G3I-001,상시 효과 테스트 통과,397
G3J-001,Phase 3 - 공통 룰/효과 인프라 포팅,효과 팩토리,CardEffectFactory binding 포팅,"HeadlessDCGO.Engine Goal G3J-001만 수행하라.
목표: CardEffectFactory binding 포팅
상세 지시서: docs/goal-specs/G3J-001_cardeffectfactory_binding_포팅.md
선행 Goal: G3I-002
결과 문서: docs/test-results/goals/G3J-001_card_effect_factory_binding_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: CardEffectFactory 테스트 통과",docs/goal-specs/G3J-001_cardeffectfactory_binding_포팅.md,docs/test-results/goals/G3J-001_card_effect_factory_binding_unit_test_results.md,G3I-002,CardEffectFactory 테스트 통과,405
G3J-002,Phase 3 - 공통 룰/효과 인프라 포팅,효과 팩토리,PermanentEffectFactory binding 포팅,"HeadlessDCGO.Engine Goal G3J-002만 수행하라.
목표: PermanentEffectFactory binding 포팅
상세 지시서: docs/goal-specs/G3J-002_permanenteffectfactory_binding_포팅.md
선행 Goal: G3J-001
결과 문서: docs/test-results/goals/G3J-002_permanent_effect_factory_binding_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: PermanentEffectFactory 테스트 통과",docs/goal-specs/G3J-002_permanenteffectfactory_binding_포팅.md,docs/test-results/goals/G3J-002_permanent_effect_factory_binding_unit_test_results.md,G3J-001,PermanentEffectFactory 테스트 통과,425
G3K-001,Phase 3 - 공통 룰/효과 인프라 포팅,효과 선택,Effect selection helper 포팅,"HeadlessDCGO.Engine Goal G3K-001만 수행하라.
목표: Effect selection helper 포팅
상세 지시서: docs/goal-specs/G3K-001_effect_selection_helper_포팅.md
선행 Goal: G3J-002; G1E-005
결과 문서: docs/test-results/goals/G3K-001_effect_selection_helpers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: effect selection 테스트 통과",docs/goal-specs/G3K-001_effect_selection_helper_포팅.md,docs/test-results/goals/G3K-001_effect_selection_helpers_unit_test_results.md,G3J-002; G1E-005,effect selection 테스트 통과,406
G3K-002,Phase 3 - 공통 룰/효과 인프라 포팅,타이밍/우선순위,Timing priority helper 포팅,"HeadlessDCGO.Engine Goal G3K-002만 수행하라.
목표: Timing priority helper 포팅
상세 지시서: docs/goal-specs/G3K-002_timing_priority_helper_포팅.md
선행 Goal: G3K-001
결과 문서: docs/test-results/goals/G3K-002_timing_priority_helpers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: timing priority 테스트 통과",docs/goal-specs/G3K-002_timing_priority_helper_포팅.md,docs/test-results/goals/G3K-002_timing_priority_helpers_unit_test_results.md,G3K-001,timing priority 테스트 통과,393
G3L-001,Phase 3 - 공통 룰/효과 인프라 포팅,턴 제한 플래그,Once per turn flag helper 포팅,"HeadlessDCGO.Engine Goal G3L-001만 수행하라.
목표: Once per turn flag helper 포팅
상세 지시서: docs/goal-specs/G3L-001_once_per_turn_flag_helper_포팅.md
선행 Goal: G3K-002
결과 문서: docs/test-results/goals/G3L-001_once_per_turn_flags_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: once flag 테스트 통과",docs/goal-specs/G3L-001_once_per_turn_flag_helper_포팅.md,docs/test-results/goals/G3L-001_once_per_turn_flags_unit_test_results.md,G3K-002,once flag 테스트 통과,389
G3L-002,Phase 3 - 공통 룰/효과 인프라 포팅,진화원/부여/시큐리티 효과,Inherited granted security helper 포팅,"HeadlessDCGO.Engine Goal G3L-002만 수행하라.
목표: Inherited granted security helper 포팅
상세 지시서: docs/goal-specs/G3L-002_inherited_granted_security_helper_포팅.md
선행 Goal: G3L-001
결과 문서: docs/test-results/goals/G3L-002_inherited_granted_security_helpers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: inherited 헬퍼 테스트 통과",docs/goal-specs/G3L-002_inherited_granted_security_helper_포팅.md,docs/test-results/goals/G3L-002_inherited_granted_security_helpers_unit_test_results.md,G3L-001,inherited 헬퍼 테스트 통과,423
G3Z-001,Phase 3 - 공통 룰/효과 인프라 포팅,단계 완료 게이트,Phase 3 aggregate result,"HeadlessDCGO.Engine Goal G3Z-001만 수행하라.
목표: Phase 3 aggregate result
상세 지시서: docs/goal-specs/G3Z-001_phase_3_aggregate_result.md
선행 Goal: G3L-002
결과 문서: docs/test-results/goals/G3Z-001_phase3_aggregate_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Phase 4 착수 가능",docs/goal-specs/G3Z-001_phase_3_aggregate_result.md,docs/test-results/goals/G3Z-001_phase3_aggregate_unit_test_results.md,G3L-002,Phase 4 착수 가능,375
