mapping_id,phase,category,asis_class,asis_function,asis_signature,asis_file,asis_location,asis_line,tobe_class,tobe_function,tobe_location,porting_method,status,notes
AFM-00749,N/A,UI/클라이언트,HandCard,OnOutline,public void OnOutline(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,380,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00750,N/A,UI/클라이언트,HandCard,OnSelect,public void OnSelect(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,386,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00751,N/A,UI/클라이언트,HandCard,RemoveSelectEffect,public void RemoveSelectEffect(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,393,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00752,N/A,UI/클라이언트,HandCard,SetUpHandCard,"public void SetUpHandCard(CardSource _cardSource, bool showCardImage = true)",HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,401,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00753,N/A,UI/클라이언트,HandCard,SetUpCardPositionText,public void SetUpCardPositionText(List<Permanent> permanents),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,421,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00754,N/A,UI/클라이언트,HandCard,SetUpReverseCard,public void SetUpReverseCard(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,465,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00755,N/A,UI/클라이언트,HandCard,SetPlayText,"public void SetPlayText(string message, Color color)",HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,572,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00756,N/A,UI/클라이언트,HandCard,OffPlayText,public void OffPlayText(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,583,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00757,N/A,UI/클라이언트,HandCard,SetJogressPlayText,public void SetJogressPlayText(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,592,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00758,N/A,UI/클라이언트,HandCard,OffJogressPlayText,public void OffJogressPlayText(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,601,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00759,N/A,UI/클라이언트,HandCard,SetBurstPlayText,public void SetBurstPlayText(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,616,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00760,N/A,UI/클라이언트,HandCard,OffBurstPlayText,public void OffBurstPlayText(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,625,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00761,N/A,UI/클라이언트,HandCard,SetAppFusionPlayText,public void SetAppFusionPlayText(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,640,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00762,N/A,UI/클라이언트,HandCard,OffAppFusionPlayText,public void OffAppFusionPlayText(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,649,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00763,N/A,UI/클라이언트,HandCard,PointerDown,public void PointerDown(BaseEventData eventData),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,664,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00764,N/A,UI/클라이언트,HandCard,PointerUp,public void PointerUp(BaseEventData eventData),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,678,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00765,N/A,UI/클라이언트,HandCard,PointerExit,public void PointerExit(BaseEventData eventData),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,686,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00766,N/A,UI/클라이언트,HandCard,SetUpHandCardImage,public async void SetUpHandCardImage(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,694,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00767,N/A,UI/클라이언트,HandCard,ShowCostLevel,public void ShowCostLevel(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,754,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00768,N/A,UI/클라이언트,HandCard,AddClickTarget,public void AddClickTarget(UnityAction<HandCard> _OnClickAction),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,893,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00769,N/A,UI/클라이언트,HandCard,RemoveOnClickAction,public void RemoveOnClickAction(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,900,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00770,N/A,UI/클라이언트,HandCard,RemoveClickTarget,public void RemoveClickTarget(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,906,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00771,N/A,UI/클라이언트,HandCard,AddDragTarget,"public void AddDragTarget(UnityAction<HandCard> _BeginDragAction, UnityAction<List<DropArea>> _OnDropAction, UnityAction<List<DropArea>> _OnDragAction)",HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,913,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00772,N/A,UI/클라이언트,HandCard,RemoveDragTarget,public void RemoveDragTarget(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,924,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00773,N/A,UI/클라이언트,HandCard,PointerClick,public void PointerClick(BaseEventData eventData),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,935,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00774,N/A,UI/클라이언트,HandCard,OffSelectedIndexText,public void OffSelectedIndexText(),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,1009,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00775,N/A,UI/클라이언트,HandCard,SetSelectedIndexText,public void SetSelectedIndexText(int index),HandCard.cs,DCGO/Assets/Scripts/Script/HandCard.cs,1017,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00776,Phase 1,Runtime And Lifecycle Mapping,HideCannotSelectObject,Init,public void Init(),HideCannotSelectObject.cs,DCGO/Assets/Scripts/Script/HideCannotSelectObject.cs,12,DcgoMatch,"DcgoMatch.InitializeAsync(MatchConfig, CancellationToken)",src/HeadlessDCGO.Engine/Headless/Runtime/DcgoMatch.cs:39,역할기반_재설계,PORTED,Top-level match initialization entry point.
AFM-00777,N/A,UI/클라이언트,HideCannotSelectObject,Close,public void Close(),HideCannotSelectObject.cs,DCGO/Assets/Scripts/Script/HideCannotSelectObject.cs,17,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00778,N/A,UI/클라이언트,HideCannotSelectObject,SetUpHideCannotSelectObject,"public void SetUpHideCannotSelectObject(List<FieldPermanentCard> fieldPermanentCards, bool isHatch)",HideCannotSelectObject.cs,DCGO/Assets/Scripts/Script/HideCannotSelectObject.cs,22,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00779,Phase 4+,기타,HomeMode,OffHome,public void OffHome(),HomeMode.cs,DCGO/Assets/Scripts/Script/HomeMode.cs,22,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00780,Phase 4+,기타,HomeMode,SetUpHome,public void SetUpHome(),HomeMode.cs,DCGO/Assets/Scripts/Script/HomeMode.cs,44,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00781,Phase 4+,기타,HomeMode,SetUpHomeMode_Disconnect,public void SetUpHomeMode_Disconnect(),HomeMode.cs,DCGO/Assets/Scripts/Script/HomeMode.cs,78,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00782,Phase 4+,기타,HomeMode,SetUpHomeMode_DisconnectCoroutine,public IEnumerator SetUpHomeMode_DisconnectCoroutine(),HomeMode.cs,DCGO/Assets/Scripts/Script/HomeMode.cs,83,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00783,Phase 4+,기타,ICardEffect,SetUpICardEffect,"public void SetUpICardEffect(string effectName, Func<Hashtable, bool> canUseCondition, CardSource card)",ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,12,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00784,Phase 4+,기타,ICardEffect,SetEffectSourceCard,public void SetEffectSourceCard(CardSource effectSourceCard),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,67,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00785,Phase 4+,기타,ICardEffect,SetEffectSourcePermanent,public void SetEffectSourcePermanent(Permanent effectSourcePermanent),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,84,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00786,Phase 4+,기타,ICardEffect,SetMaxCountPerTurn,public void SetMaxCountPerTurn(int maxCountPerTurn),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,107,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00787,Phase 4+,기타,ICardEffect,SetEffectName,internal void SetEffectName(string effectName),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,134,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00788,Phase 4+,기타,ICardEffect,SetEffectTargets,"internal void SetEffectTargets(Func<Hashtable, List<Permanent>> effectTargets)",ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,154,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00789,Phase 4+,기타,ICardEffect,SetEffectDiscription,internal void SetEffectDiscription(string effectDiscription),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,181,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00790,Phase 4+,기타,ICardEffect,SetHashString,public void SetHashString(string hashString),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,208,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00791,Phase 4+,기타,ICardEffect,SetOnProcessCallbuck,public void SetOnProcessCallbuck(UnityAction onProcessCallbuck),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,225,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00792,Phase 4+,기타,ICardEffect,SetRootCardEffect,public void SetRootCardEffect(ICardEffect rootCardEffect),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,242,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00793,Phase 4+,기타,ICardEffect,SetCanUseCondition,"public void SetCanUseCondition(Func<Hashtable, bool> canUseCondition)",ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,261,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00794,Phase 4+,기타,ICardEffect,SetCanActivateCondition,"public void SetCanActivateCondition(Func<Hashtable, bool> canActivateCondition)",ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,278,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00795,Phase 4+,기타,ICardEffect,IsSkippableCondition,public bool IsSkippableCondition(Hashtable hashtable),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,288,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00796,Phase 4+,기타,ICardEffect,SetIsSkippableFunction,"public void SetIsSkippableFunction(Func<Hashtable, bool> isOptionalOverride)",ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,294,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00797,Phase 4+,기타,ICardEffect,IsSkippable,public bool IsSkippable(Hashtable hashtable),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,305,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00798,Phase 4+,기타,ICardEffect,SetIsSkippable,public void SetIsSkippable(bool isSkippable),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,310,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00799,Phase 4+,기타,ICardEffect,CanTrigger,public bool CanTrigger(Hashtable hashtable),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,319,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00800,Phase 4+,기타,ICardEffect,CanActivate,public bool CanActivate(Hashtable hashtable),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,364,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00801,Phase 4+,기타,ICardEffect,CanUse,public bool CanUse(Hashtable hashtable),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,463,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00802,Phase 4+,기타,ICardEffect,SetIsOptional,public void SetIsOptional(bool isOptional),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,489,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00803,Phase 4+,기타,ICardEffect,SetUseOptional,public void SetUseOptional(bool useOptional),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,506,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00804,Phase 4+,기타,ICardEffect,SetIsDeclarative,public void SetIsDeclarative(bool isDeclarative),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,523,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00805,Phase 4+,기타,ICardEffect,SetIsInheritedEffect,public void SetIsInheritedEffect(bool isInheritatedEffect),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,540,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00806,Phase 4+,기타,ICardEffect,SetIsLinkedEffect,public void SetIsLinkedEffect(bool isLinkededEffect),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,557,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00807,Phase 4+,기타,ICardEffect,SetIsSecurityEffect,public void SetIsSecurityEffect(bool isSecurityEffect),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,574,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00808,Phase 4+,기타,ICardEffect,SetIsCounterEffect,public void SetIsCounterEffect(bool isCounterEffect),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,591,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00809,Phase 4+,기타,ICardEffect,SetIsDigimonEffect,public void SetIsDigimonEffect(bool isDigimonEffect),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,608,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00810,Phase 4+,기타,ICardEffect,SetIsTamerEffect,public void SetIsTamerEffect(bool isTamerEffect),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,625,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00811,Phase 4+,기타,ICardEffect,SetIsOptionEffect,public void SetIsOptionEffect(bool isOptionEffect),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,642,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00812,Phase 4+,기타,ICardEffect,SetChainActivationCount,public void SetChainActivationCount(int chainActivations),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,659,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00813,Phase 4+,기타,ICardEffect,SetIsBackgroundProcess,public void SetIsBackgroundProcess(bool isBackgroundProcess),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,676,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00814,Phase 4+,기타,ICardEffect,SetNotShowUI,public void SetNotShowUI(bool isNotShowUI),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,693,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00815,Phase 4+,기타,ICardEffect,SetActivatedTime,public void SetActivatedTime(params DateTime[] activationTimes),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,710,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00816,Phase 4+,기타,ICardEffect,IsSameEffect,public bool IsSameEffect(ICardEffect cardEffect),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,860,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00817,Phase 4+,기타,ICardEffect,Activate_Optional,"public static IEnumerator Activate_Optional(this ActivateICardEffect activateICardEffect, Hashtable hash)",ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,1050,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00818,Phase 4+,기타,ICardEffect,Activate_Effect,public static IEnumerator Activate_Effect(this ActivateICardEffect activateICardEffect),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,1062,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00819,Phase 4+,기타,ICardEffect,Activate_Execute,"public static IEnumerator Activate_Execute(this ActivateICardEffect activateICardEffect, Hashtable hash)",ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,1116,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00820,Phase 4+,기타,ICardEffect,Activate_Optional_Effect_Execute,"public static IEnumerator Activate_Optional_Effect_Execute(this ActivateICardEffect activateICardEffect, Hashtable hash, bool isCheckOptional = true, UnityAction<ICardEffect> useEffectCallback = null)",ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,1132,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00821,Phase 4+,기타,ICardEffect,RemoveUse,public static void RemoveUse(this ActivateICardEffect activateICardEffect),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,1242,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00822,Phase 4+,기타,ICardEffect,AddUse,public static void AddUse(this ActivateICardEffect activateICardEffect),ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,1249,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00823,Phase 4+,기타,ICardEffect,Activate_Effect_Execute,"public static IEnumerator Activate_Effect_Execute(this ActivateICardEffect activateICardEffect, Hashtable hash, UnityAction<ICardEffect> useEffectCallback)",ICardEffect.cs,DCGO/Assets/Scripts/Script/ICardEffect.cs,1257,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00824,N/A,UI/클라이언트,JogressEffectObject,EvolutionEffectAnimation,"public override IEnumerator EvolutionEffectAnimation(CardSource cardSource, CardSource[] jogressEvoRoots, string message = """")",JogressEffectObject.cs,DCGO/Assets/Scripts/Script/JogressEffectObject.cs,8,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00825,N/A,UI/클라이언트,LanguagePanel,Close,public void Close(),LanguagePanel.cs,DCGO/Assets/Scripts/Script/LanguagePanel.cs,12,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00826,N/A,UI/클라이언트,LanguagePanel,Close_,public void Close_(bool playSE),LanguagePanel.cs,DCGO/Assets/Scripts/Script/LanguagePanel.cs,17,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00827,Phase 1,Runtime And Lifecycle Mapping,LanguagePanel,Init,public void Init(),LanguagePanel.cs,DCGO/Assets/Scripts/Script/LanguagePanel.cs,36,DcgoMatch,"DcgoMatch.InitializeAsync(MatchConfig, CancellationToken)",src/HeadlessDCGO.Engine/Headless/Runtime/DcgoMatch.cs:39,역할기반_재설계,PORTED,Top-level match initialization entry point.
AFM-00828,N/A,UI/클라이언트,LanguagePanel,Open,public void Open(),LanguagePanel.cs,DCGO/Assets/Scripts/Script/LanguagePanel.cs,41,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00829,Phase 4+,기타,LanguageToggle,OnClick,public void OnClick(),LanguageToggle.cs,DCGO/Assets/Scripts/Script/LanguageToggle.cs,15,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00830,N/A,UI/클라이언트,LoadingObject,StartLoading,public IEnumerator StartLoading(string DefaultString),LoadingObject.cs,DCGO/Assets/Scripts/Script/LoadingObject.cs,22,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00831,N/A,UI/클라이언트,LoadingObject,EndLoading,public IEnumerator EndLoading(),LoadingObject.cs,DCGO/Assets/Scripts/Script/LoadingObject.cs,92,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00832,N/A,UI/클라이언트,LoadingObject,Off,public void Off(),LoadingObject.cs,DCGO/Assets/Scripts/Script/LoadingObject.cs,126,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00833,Phase 4+,기타,LobbyManager_FriendMatch,ReturnToTitle,public void ReturnToTitle(),LobbyManager_FriendMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_FriendMatch.cs,26,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00834,Phase 4+,기타,LobbyManager_FriendMatch,GetRooms,public void GetRooms(List<RoomInfo> roomInfo),LobbyManager_FriendMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_FriendMatch.cs,59,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00835,Phase 4+,기타,LobbyManager_FriendMatch,DestroyChildObject,public static void DestroyChildObject(Transform parent_trans),LobbyManager_FriendMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_FriendMatch.cs,133,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00836,Phase 4+,기타,LobbyManager_FriendMatch,OnRoomListUpdate,public override void OnRoomListUpdate(List<RoomInfo> roomList),LobbyManager_FriendMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_FriendMatch.cs,145,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00837,Phase 4+,기타,LobbyManager_FriendMatch,OnLeftLobby,public override void OnLeftLobby(),LobbyManager_FriendMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_FriendMatch.cs,162,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00838,Phase 4+,기타,LobbyManager_FriendMatch,OnConnectedToMaster,public override void OnConnectedToMaster(),LobbyManager_FriendMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_FriendMatch.cs,173,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00839,Phase 4+,기타,LobbyManager_FriendMatch,OnJoinRoomFailed,"public override void OnJoinRoomFailed(short returnCode, string message)",LobbyManager_FriendMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_FriendMatch.cs,178,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00840,Phase 4+,기타,LobbyManager_FriendMatch,CreateRoomCoroutine,public IEnumerator CreateRoomCoroutine(),LobbyManager_FriendMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_FriendMatch.cs,189,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00841,Phase 4+,기타,LobbyManager_FriendMatch,OnClick_CreateRoomButton,public void OnClick_CreateRoomButton(),LobbyManager_FriendMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_FriendMatch.cs,222,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00842,Phase 4+,기타,LobbyManager_FriendMatch,GeneratePassword,public static string GeneratePassword(int length),LobbyManager_FriendMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_FriendMatch.cs,259,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00843,Phase 4+,기타,LobbyManager_RandomMatch,SetUpLobby,public void SetUpLobby(),LobbyManager_RandomMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_RandomMatch.cs,52,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00844,Phase 4+,기타,LobbyManager_RandomMatch,OffLobby,public void OffLobby(),LobbyManager_RandomMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_RandomMatch.cs,72,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00845,Phase 4+,기타,LobbyManager_RandomMatch,CloseLobby,public void CloseLobby(),LobbyManager_RandomMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_RandomMatch.cs,79,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00846,Phase 4+,기타,LobbyManager_RandomMatch,CloseLobbyCoroutine,public IEnumerator CloseLobbyCoroutine(),LobbyManager_RandomMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_RandomMatch.cs,83,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00847,Phase 1,Runtime And Lifecycle Mapping,LobbyManager_RandomMatch,Init,public IEnumerator Init(),LobbyManager_RandomMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_RandomMatch.cs,112,DcgoMatch,"DcgoMatch.InitializeAsync(MatchConfig, CancellationToken)",src/HeadlessDCGO.Engine/Headless/Runtime/DcgoMatch.cs:39,역할기반_재설계,PORTED,Top-level match initialization entry point.
AFM-00848,Phase 4+,기타,LobbyManager_RandomMatch,ReturnToTitle,public void ReturnToTitle(),LobbyManager_RandomMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_RandomMatch.cs,231,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00849,Phase 4+,기타,LobbyManager_RandomMatch,OnRoomListUpdate,public override void OnRoomListUpdate(List<RoomInfo> roomList),LobbyManager_RandomMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_RandomMatch.cs,242,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00850,Phase 4+,기타,LobbyManager_RandomMatch,GetRandomMatcingRoom,public void GetRandomMatcingRoom(List<RoomInfo> roomInfo),LobbyManager_RandomMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_RandomMatch.cs,262,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00851,Phase 4+,기타,LobbyManager_RandomMatch,OnLeftLobby,public override void OnLeftLobby(),LobbyManager_RandomMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_RandomMatch.cs,298,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00852,Phase 4+,기타,LobbyManager_RandomMatch,OnJoinRoomFailed,"public override void OnJoinRoomFailed(short returnCode, string message)",LobbyManager_RandomMatch.cs,DCGO/Assets/Scripts/Script/LobbyManager_RandomMatch.cs,313,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
