Goal ID,단계,영역,목표,상세 목표 설명,해야 할 작업,하지 말아야 할 작업,참조/확인 대상,산출물,단위테스트 상세,결과 문서,결과 문서 필수 내용,선행 Goal,완료 기준,완료 체크리스트,우선순위
G5E-001,Phase 5 - AI/RL 어댑터,정책 실행,Scripted policy runner,"Scripted policy runner Goal은 'scripted policy episode 실행 구현'를 완성하기 위한 작업이다. scripted/self-play policy가 legal action과 choice를 사용해 episode를 실행한다. 산출물은 'Scripted policy runner'이며, 완료 기준은 'scripted policy 테스트 통과'이다.",1. 선행 Goal 'G5D-002' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G5E-001_scripted_policy_runner.md'를 읽는다. 3. 작업 범위 'scripted policy episode 실행 구현'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'Scripted policy runner'을 작성하거나 갱신한다. 6. 단위테스트 'scripted episode 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G5E-001_scripted_policy_runner_unit_test_results.md'를 작성한다.,완성된 Headless 실행기를 AI/RL에 연결한다. 게임 룰을 새로 구현하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G5E-001_scripted_policy_runner.md | docs/headless_goal_execution_prompt.md | docs/test-results/goals/G5E-001_scripted_policy_runner_unit_test_results.md,Scripted policy runner,"테스트는 'scripted episode 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G5E-001_scripted_policy_runner_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G5D-002,scripted policy 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'scripted policy 테스트 통과' 충족,중간
G5E-002,Phase 5 - AI/RL 어댑터,정책 실행,Self-play policy runner,"Self-play policy runner Goal은 'self-play episode 실행 구현'를 완성하기 위한 작업이다. scripted/self-play policy가 legal action과 choice를 사용해 episode를 실행한다. 산출물은 'Self-play runner'이며, 완료 기준은 'self-play 테스트 통과'이다.",1. 선행 Goal 'G5E-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G5E-002_self_play_policy_runner.md'를 읽는다. 3. 작업 범위 'self-play episode 실행 구현'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'Self-play runner'을 작성하거나 갱신한다. 6. 단위테스트 'self-play deterministic 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G5E-002_self_play_policy_runner_unit_test_results.md'를 작성한다.,완성된 Headless 실행기를 AI/RL에 연결한다. 게임 룰을 새로 구현하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G5E-002_self_play_policy_runner.md | docs/headless_goal_execution_prompt.md | docs/test-results/goals/G5E-002_self_play_policy_runner_unit_test_results.md,Self-play runner,"테스트는 'self-play deterministic 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G5E-002_self_play_policy_runner_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G5E-001,self-play 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'self-play 테스트 통과' 충족,중간
G5F-001,Phase 5 - AI/RL 어댑터,배치 실행,Batch episode runner,"Batch episode runner Goal은 'batch episode 실행 구현'를 완성하기 위한 작업이다. 여러 episode와 parallel simulation이 seed별 deterministic 결과를 만드는지 확인한다. 산출물은 'EpisodeBatchRunner'이며, 완료 기준은 'batch runner 테스트 통과'이다.",1. 선행 Goal 'G5E-002' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G5F-001_batch_episode_runner.md'를 읽는다. 3. 작업 범위 'batch episode 실행 구현'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'EpisodeBatchRunner'을 작성하거나 갱신한다. 6. 단위테스트 'batch 결과 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G5F-001_batch_episode_runner_unit_test_results.md'를 작성한다.,완성된 Headless 실행기를 AI/RL에 연결한다. 게임 룰을 새로 구현하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G5F-001_batch_episode_runner.md | docs/headless_goal_execution_prompt.md | docs/test-results/goals/G5F-001_batch_episode_runner_unit_test_results.md,EpisodeBatchRunner,"테스트는 'batch 결과 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G5F-001_batch_episode_runner_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G5E-002,batch runner 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'batch runner 테스트 통과' 충족,중간
G5F-002,Phase 5 - AI/RL 어댑터,배치 실행,Parallel determinism verifier,"Parallel determinism verifier Goal은 'parallel 실행 결정성 검증 구현'를 완성하기 위한 작업이다. 여러 episode와 parallel simulation이 seed별 deterministic 결과를 만드는지 확인한다. 산출물은 'parallel verifier'이며, 완료 기준은 'parallel determinism 테스트 통과'이다.",1. 선행 Goal 'G5F-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G5F-002_parallel_determinism_verifier.md'를 읽는다. 3. 작업 범위 'parallel 실행 결정성 검증 구현'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'parallel verifier'을 작성하거나 갱신한다. 6. 단위테스트 'parallel same seed 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G5F-002_parallel_determinism_verifier_unit_test_results.md'를 작성한다.,완성된 Headless 실행기를 AI/RL에 연결한다. 게임 룰을 새로 구현하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G5F-002_parallel_determinism_verifier.md | docs/headless_goal_execution_prompt.md | docs/test-results/goals/G5F-002_parallel_determinism_verifier_unit_test_results.md,parallel verifier,"테스트는 'parallel same seed 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G5F-002_parallel_determinism_verifier_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G5F-001,parallel determinism 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'parallel determinism 테스트 통과' 충족,중간
G5G-001,Phase 5 - AI/RL 어댑터,학습 데이터셋,Transition dataset model,"Transition dataset model Goal은 'transition dataset 모델 구현'를 완성하기 위한 작업이다. transition, observation, action, reward, metadata를 JSONL 등 학습용 포맷으로 export한다. 산출물은 'RlTransition dataset'이며, 완료 기준은 'dataset 모델 테스트 통과'이다.",1. 선행 Goal 'G5F-002' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G5G-001_transition_dataset_model.md'를 읽는다. 3. 작업 범위 'transition dataset 모델 구현'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'RlTransition dataset'을 작성하거나 갱신한다. 6. 단위테스트 'transition 스키마 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G5G-001_transition_dataset_model_unit_test_results.md'를 작성한다.,완성된 Headless 실행기를 AI/RL에 연결한다. 게임 룰을 새로 구현하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G5G-001_transition_dataset_model.md | docs/headless_goal_execution_prompt.md | docs/test-results/goals/G5G-001_transition_dataset_model_unit_test_results.md,RlTransition dataset,"테스트는 'transition 스키마 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G5G-001_transition_dataset_model_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G5F-002,dataset 모델 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'dataset 모델 테스트 통과' 충족,중간
G5G-002,Phase 5 - AI/RL 어댑터,학습 데이터셋,JSONL export validation,"JSONL export validation Goal은 'JSONL export와 검증 구현'를 완성하기 위한 작업이다. transition, observation, action, reward, metadata를 JSONL 등 학습용 포맷으로 export한다. 산출물은 'Jsonl exporter validator'이며, 완료 기준은 'JSONL export 테스트 통과'이다.",1. 선행 Goal 'G5G-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G5G-002_jsonl_export_validation.md'를 읽는다. 3. 작업 범위 'JSONL export와 검증 구현'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'Jsonl exporter validator'을 작성하거나 갱신한다. 6. 단위테스트 'jsonl 스키마 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G5G-002_jsonl_export_validation_unit_test_results.md'를 작성한다.,완성된 Headless 실행기를 AI/RL에 연결한다. 게임 룰을 새로 구현하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G5G-002_jsonl_export_validation.md | docs/headless_goal_execution_prompt.md | docs/test-results/goals/G5G-002_jsonl_export_validation_unit_test_results.md,Jsonl exporter validator,"테스트는 'jsonl 스키마 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G5G-002_jsonl_export_validation_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G5G-001,JSONL export 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'JSONL export 테스트 통과' 충족,중간
G5Z-001,Phase 5 - AI/RL 어댑터,단계 완료 게이트,Phase 5 aggregate result,"Phase 5 aggregate result Goal은 'Phase 5 전체 결과 집계'를 완성하기 위한 작업이다. 선행 Goal 결과 문서를 확인하고 다음 단계로 넘어갈 수 있는지 판정한다. 산출물은 'Phase 5 결과 문서'이며, 완료 기준은 'Phase 6 착수 가능'이다.",1. 선행 Goal 'G5G-002' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G5Z-001_phase_5_aggregate_result.md'를 읽는다. 3. 작업 범위 'Phase 5 전체 결과 집계'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'Phase 5 결과 문서'을 작성하거나 갱신한다. 6. 단위테스트 'Phase 5 Goal 결과 문서 링크와 전체 테스트 통과 확인'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G5Z-001_phase5_aggregate_unit_test_results.md'를 작성한다.,완성된 Headless 실행기를 AI/RL에 연결한다. 게임 룰을 새로 구현하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G5Z-001_phase_5_aggregate_result.md | docs/headless_goal_execution_prompt.md | docs/test-results/goals/G5Z-001_phase5_aggregate_unit_test_results.md,Phase 5 결과 문서,"테스트는 'Phase 5 Goal 결과 문서 링크와 전체 테스트 통과 확인'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G5Z-001_phase5_aggregate_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G5G-002,Phase 6 착수 가능,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'Phase 6 착수 가능' 충족,중간
G6A-001,Phase 6 - Parity/Regression 검증,시나리오,Scenario data model,"Scenario data model Goal은 '검증 scenario 모델 정의'를 완성하기 위한 작업이다. 테스트 시나리오를 데이터로 정의하고 runner가 같은 흐름을 재현하게 한다. 산출물은 'Scenario 모델'이며, 완료 기준은 'scenario 모델 테스트 통과'이다.",1. 선행 Goal 'G5Z-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G6A-001_scenario_data_model.md'를 읽는다. 3. 작업 범위 '검증 scenario 모델 정의'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'Scenario 모델'을 작성하거나 갱신한다. 6. 단위테스트 'scenario parse 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G6A-001_scenario_data_model_unit_test_results.md'를 작성한다.,"검증, parity, regression, benchmark를 수행한다. 새 기능 구현은 실패 원인 수정 범위로 제한한다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.",docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G6A-001_scenario_data_model.md | docs/headless_goal_execution_prompt.md | docs/test-results/goals/G6A-001_scenario_data_model_unit_test_results.md,Scenario 모델,"테스트는 'scenario parse 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G6A-001_scenario_data_model_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G5Z-001,scenario 모델 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'scenario 모델 테스트 통과' 충족,높음
G6A-002,Phase 6 - Parity/Regression 검증,시나리오,Scenario runner,"Scenario runner Goal은 'scripted scenario 실행기 구현'를 완성하기 위한 작업이다. 테스트 시나리오를 데이터로 정의하고 runner가 같은 흐름을 재현하게 한다. 산출물은 'ScenarioRunner'이며, 완료 기준은 'scenario runner 테스트 통과'이다.",1. 선행 Goal 'G6A-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G6A-002_scenario_runner.md'를 읽는다. 3. 작업 범위 'scripted scenario 실행기 구현'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'ScenarioRunner'을 작성하거나 갱신한다. 6. 단위테스트 'scenario execution 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G6A-002_scenario_runner_unit_test_results.md'를 작성한다.,"검증, parity, regression, benchmark를 수행한다. 새 기능 구현은 실패 원인 수정 범위로 제한한다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.",docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G6A-002_scenario_runner.md | docs/headless_goal_execution_prompt.md | docs/test-results/goals/G6A-002_scenario_runner_unit_test_results.md,ScenarioRunner,"테스트는 'scenario execution 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G6A-002_scenario_runner_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G6A-001,scenario runner 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'scenario runner 테스트 통과' 충족,높음
G6B-001,Phase 6 - Parity/Regression 검증,리플레이,Replay export import,"Replay export import Goal은 'replay export import 구현'를 완성하기 위한 작업이다. action/choice/seed/trace를 저장하고 재실행해 같은 fingerprint가 나오는지 검증한다. 산출물은 'ReplayRecorder ReplayRunner'이며, 완료 기준은 'replay export import 테스트 통과'이다.",1. 선행 Goal 'G6A-002' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G6B-001_replay_export_import.md'를 읽는다. 3. 작업 범위 'replay export import 구현'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'ReplayRecorder ReplayRunner'을 작성하거나 갱신한다. 6. 단위테스트 'replay roundtrip 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G6B-001_replay_export_import_unit_test_results.md'를 작성한다.,"검증, parity, regression, benchmark를 수행한다. 새 기능 구현은 실패 원인 수정 범위로 제한한다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.",docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G6B-001_replay_export_import.md | docs/headless_goal_execution_prompt.md | docs/test-results/goals/G6B-001_replay_export_import_unit_test_results.md,ReplayRecorder ReplayRunner,"테스트는 'replay roundtrip 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G6B-001_replay_export_import_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G6A-002,replay export import 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'replay export import 테스트 통과' 충족,높음
G6B-002,Phase 6 - Parity/Regression 검증,리플레이,Golden trace comparison,"Golden trace comparison Goal은 'golden trace 비교 구현'를 완성하기 위한 작업이다. action/choice/seed/trace를 저장하고 재실행해 같은 fingerprint가 나오는지 검증한다. 산출물은 'GoldenTrace comparer'이며, 완료 기준은 'golden trace 테스트 통과'이다.",1. 선행 Goal 'G6B-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G6B-002_golden_trace_comparison.md'를 읽는다. 3. 작업 범위 'golden trace 비교 구현'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'GoldenTrace comparer'을 작성하거나 갱신한다. 6. 단위테스트 'trace comparison 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G6B-002_golden_trace_comparison_unit_test_results.md'를 작성한다.,"검증, parity, regression, benchmark를 수행한다. 새 기능 구현은 실패 원인 수정 범위로 제한한다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.",docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G6B-002_golden_trace_comparison.md | docs/headless_goal_execution_prompt.md | docs/test-results/goals/G6B-002_golden_trace_comparison_unit_test_results.md,GoldenTrace comparer,"테스트는 'trace comparison 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G6B-002_golden_trace_comparison_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G6B-001,golden trace 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'golden trace 테스트 통과' 충족,높음
