source_kind,dependency,category,dotnet_action,path,line,symbol,notes
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Blue/P_117.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Blue/P_124.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Blue/P_124.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_021.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_021.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_025.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_025.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_032.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_032.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_038.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_038.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_044.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_044.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_055.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_055.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_056.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_056.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_057.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_057.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_060.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_060.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_063.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_063.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_069.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_069.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_075.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_075.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_082.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_082.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_083.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_083.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_093.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_093.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_100.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_100.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_106.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_106.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_112.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_112.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_113.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_113.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_118.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_118.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_125.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Green/P_125.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Shapes2D,VisualAddOn,IGNORE_FOR_HEADLESS,DCGO/Assets/Scripts/CardEffect/P/Green/P_133.cs,1,Shapes2D,2D shape rendering add-on. Not needed for headless simulation.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_017.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_017.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_020.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_020.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_027.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_027.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_034.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_034.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_040.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_040.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_046.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_046.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_071.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_071.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_077.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_077.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_080.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_080.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_085.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_085.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_102.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_102.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_108.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_108.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_115.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_115.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_219.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Purple/P_219.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_001.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_001.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_002.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_002.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_009.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_009.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_010.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_010.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_024.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_024.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_029.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_029.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_035.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_035.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_041.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_041.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_049.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_049.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_050.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_050.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_058.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_058.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_059.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_059.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_062.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_062.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_065.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_065.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_066.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_066.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_072.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_072.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_079.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_079.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_088.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_088.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_091.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_091.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_097.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_097.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_119.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_119.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_126.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Red/P_126.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/White/P_116.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/White/P_116.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/White/P_123.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/White/P_123.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/White/P_130.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/White/P_130.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_005.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_005.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_006.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_006.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_023.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_023.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_028.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_028.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_031.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_031.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_037.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_037.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_043.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_043.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_053.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_053.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_054.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_054.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_068.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_068.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_074.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_074.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_081.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_081.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/P/Yellow/P_084.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
